delm_chunk_id,delm_batch_id,delm_text_chunk,delm_extracted_data_json,delm_errors
12716,414,"================================================================================
Conference Call Participants
================================================================================
   *  Andrew Kuske
      Credit Suisse - Analyst
   *  Paul Quinn
      RBC Capital Markets - Analyst
   *  Pierre Lacroix
      Desjardins Capital Markets - Analyst
   *  Bill Hoffmann
      RBC Capital Markets - Analyst
   *  James Armstrong
      Vertical Research Partners, LLC - Analyst
   *  Sean Steuart
      TD Securities - Analyst
   *  Angie Salam
      Deutsche Bank - Analyst","{""commodity_prices"": [{""good"": ""oil"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 3.0, ""price_upper"": 5.0, ""unit"": ""per MMBtu"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 4.0, ""price_upper"": 4.5, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""gold"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 1800.0, ""price_upper"": 2000.0, ""unit"": ""per ounce"", ""currency"": ""USD"", ""horizon"": ""end of year""}]}",
12719,414,"Barrie Shineton,  Norbord Inc. - President and CEO: Thank you very much, Michelle, and good morning, everyone. Welcome to our conference call. I have Robin Lampard, our CFO; Peter Wijnbergen, our COO; and Heather Colpitts, our Manager, Corporate Affairs, around the table today. I have a few brief comments on our third quarter, before I turn the call over to Robin for her review of the financial  of our financial performance.
 We delivered a positive EBITDA result again this quarter in spite of weak North American demand. Our $12 million result is a modest improvement over the prior quarter and is the ninth consecutive quarter that we've delivered positive EBITDA. This reflects both the steady operational and financial performance from Europe and significant gains from our margin improvement program.
 In North America, our margin improvement initiatives delivered impressive results, particularly higher mill productivity and lower raw material usages. And both have been key in offsetting the negative effect of higher raw material input prices. In North America, quarterly shipments were up overall and we maintained our home improvement, industrial, and export sales volume. It has been these alternative end-use markets that are enabling us to maintain our volumes despite the stagnant US housing market.
 In Europe, our panel business had another solid quarter, generating $10 million of EBITDA. Sales continued to outperform; panel prices were 11% higher on average; and volume was up 6% over the same period last year. These price increases are important, as we continue to face sharply escalating resin and wood costs across all of our European operations.
 I'll share my outlook for the remainder of the year after Robin's comments. And as always, Robin, Peter, and I will take your questions after our prepared remarks. And I'll pass the call over to Robin right now.","{""commodity_prices"": [{""good"": ""panel"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": ""per unit"", ""currency"": ""USD"", ""horizon"": null}]}",
12720,414,"Robin Lampard,  Norbord Inc. - SVP and CFO: Thanks, Barrie. I'll begin with a few comments regarding markets. The US housing market remains challenging. Year-to-date housing starts, including multi-family, are approximately 2% lower than last year. Single-family starts, which are more important to the OSB industry, are down 12% versus last year. Nonetheless, North American OSB prices did hold up during the third quarter.
 The North Central benchmark OSB price improved somewhat to $184 per thousand square feet compared to $173 in the prior quarter and $180 during the same quarter last year. In the Southeast region, where approximately 55% of Norbord's North American capacity is located, the price averaged $169 in Q3 versus $162 in Q2 and $156 in Q3 of last year.
 In Europe, overall panel demand softened slightly due to slowing construction and retail spending. Panel prices, however, continued to trend up compared to both the prior quarter and the same quarter last year, reflecting the ongoing increases we are facing on wood, resin and energy costs.
 Quarter-over-quarter, particleboard and MDF prices increased by 7% and 3%, respectively, while OSB prices eased 2%. Year-over-year, average particleboard, MDF, and OSB prices increased by 20%, 16% and 6%, respectively, in order to recover input cost escalation.
 And now, to our results. As Barrie mentioned, we generated positive EBITDA of $12 million in the third quarter. This compares to $10 million in the second quarter and $13 million in the third quarter of last year. Norbord recorded a loss of $1 million or $0.02 per share in the third quarter compared to earnings of $1 million or $0.03 per share in the second quarter and a loss of $4 million or $0.09 per share in the third quarter of 2010.
 I'll point out that our income tax recovery this quarter is quite a bit higher than you might have expected due to the fact that we operate in multiple jurisdictions with different tax rates, and currency rates were particularly volatile this quarter.
 Our North American operations generated EBITDA of $5 million this quarter versus breakeven in the prior quarter and $4 million in the same quarter last year. Year-over-year, higher productivity and lower key input usages more than offset higher resin and fiber prices, and lower OSB mill nets. Quarter-over-quarter, higher OSB prices and lower resin and fiber usages more than offset higher energy and fiber prices. Q3 OSB shipment volumes were 4% higher than the prior quarter and in line with the same quarter last year.
 Norbord's operating North American OSB mills continued to run at approximately 85% of capacity this quarter. Including the two indefinitely closed mills in Huguley, Alabama and Jefferson, Texas, our operations ran at about 65% of capacity in both the third and second quarters of 2011, slightly lower than the 70% in the third quarter of 2010. Despite running 5% more curtailed, we've been able to hold our production volumes steady versus last year, thanks to the significant productivity improvements we've achieved.
 Our North American OSB cash production cost per unit decreased by 1% versus both the prior quarter and the same quarter last year. Excluding the impact of higher raw material prices, our controllable unit cost decreased even more, by 2% quarter-over-quarter and 4% year-over-year. This is the result of the improved manufacturing productivity I just mentioned and lower raw materials usage.
 Our European operations continued to run at full capacities, generating EBITDA of $10 million this quarter versus $13 million in the prior quarter and $11 million in the same quarter last year. Year-over-year, higher panel prices and shipment volumes were offset by higher prices for all key raw material inputs. Quarter-over-quarter, lower shipment volumes and higher resin costs were only partially offset by higher panel prices. Q3 panel shipment volume was 6% lower than Q2, but 6% higher than Q3 last year and is up about 15% year-to-date.
 Our European operations have generated EBITDA of $34 million year-to-date versus $25 million in 2010, a $9 million increase. Higher shipment volumes and lower raw materials usages delivered these improvements, while higher selling prices offset the impact of higher costs for all key inputs.
 Focusing on our margin improvement program for a moment, MIP benefits continued to accelerate and we've generated $21 million in gains year-to-date. These benefits come from a richer sales mix, improved production efficiencies, and reduced raw materials usage and particularly in North America, have helped offset the negative impact of higher raw material prices. MIP represents our single-most-important operating focus in these challenging markets and we are on track to deliver our full-year target of $30 million in improvements.
 Turning now to our balance sheet and cash flow, operating working capital was $65 million at period-end compared to $52 million in the prior quarter and $49 million in the prior year. The quarter-over-quarter increase was primarily due to the timing of sales and collections of accounts receivable. And the year-over-year increase was due to higher accounts receivable and inventory.
 Receivables were higher due to higher prices and sales volume in Europe and the timing of sales and collections. Inventories were higher due to more finished goods in transit over quarter-end. So the increase in both these periods is really just timing. Working capital remains well controlled and accounts receivable performance is in line with prior periods.
 CapEx totaled $4 million this quarter and $16 million year-to-date. Our CapEx target for the year is $25 million. This is modestly higher than last year, due to the completion of the Cowie, Scotland particleboard mill upgrades we talked about last quarter.
 You will have seen in our Q3 disclosure documents referenced to our plans for our upcoming July 2012 bond maturity. I told you last quarter that this debt maturity has been on our radar for some time, but that we didn't want to refinance it too early given the significant make-whole we would have had to pay on an early call of the bonds.
 It is still our intention to refinance the bonds prior to their July 1 maturity, but recognizing the current volatile state of financial markets and to provide additional flexibility in case it is needed, we've now put in place a backup refinancing plan. If required, we have the option to repay up to half of this $240 million maturity from our bank lines and the other half from $120 million lending commitment from our largest shareholder, Brookfield.
 In addition, we amended our committed revolving bank lines, so that the net debt to total capitalization covenant is now 65% instead of 60%. This backup plan and the bank amendments provide the flexibility and liquidity Norbord needs to manage through these volatile financial markets and what appears to be an extended housing recovery.
 We finished the quarter with $55 million in cash and $262 million in undrawn revolving bank lines. This is in addition to the $120 million Brookfield commitment I just outlined. Our tangible net worth was $352 million and net debt to total capitalization remained at 53%, both well within our bank covenants.
 And with that, I'll turn the call back over to Barrie.","{""commodity_prices"": [{""good"": ""OSB"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 169.0, ""price_upper"": 184.0, ""unit"": ""per thousand square feet"", ""currency"": ""USD"", ""horizon"": ""Q3 2023""}, {""good"": ""OSB"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 156.0, ""price_upper"": 180.0, ""unit"": ""per thousand square feet"", ""currency"": ""USD"", ""horizon"": ""Q3 2022""}, {""good"": ""particleboard"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": null, ""currency"": null, ""horizon"": ""Q3 2023""}, {""good"": ""MDF"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": null, ""currency"": null, ""horizon"": ""Q3 2023""}, {""good"": ""OSB"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": null, ""currency"": null, ""horizon"": ""Q3 2023""}]}",
12721,415,"Barrie Shineton,  Norbord Inc. - President and CEO: Thank you, Robin. As I stated in my opening remarks, I'm pleased with the progress of our margin improvement efforts. These initiatives continue to deliver significant productivity gains and manufacturing cost reductions. In fact, five of our OSB mills had production records this past quarter. This is important in North America, because it allowed us to avoid the cost of restarting an idled line in the US Southeast.
 As Robin mentioned, our Company-wide margin improvement target is $30 million this year and I'm pleased to report, as of quarter three, our operations have delivered more than 70% of this goal. And the biggest single contributor to this year's MIP effort was the new resin technology we introduced in early 2010.
 In quarter four, we're making our first investment in more extensive fine screening equipment at our mill in Nacogdoches, Texas. This is a pilot initiative, and if successful and if we choose to implement it Company-wide, we think has the same potential upside for Norbord as our resin conversion project is delivering. However, unlike the resin conversion, this initiative requires significant CapEx and we don't have a lot of that right now.
 Looking ahead, little has changed in North American housing market. US housing starts are now forecast to finish the year in the 570,000 range, slightly lower than last year's level. And I have to admit that I'm becoming increasingly bearish about any near-term rebound in new-home construction. Employment numbers and house prices have not yet stabilized, and the current mortgage lending environment is discouraging potential new-home buyers.
 Although our European panel business has been a solid performer all year, I do expect the very robust demand of the past two years to ease. Norbord's customers in both the UK and across Europe have become cautious, as they react to the developing sovereign debt issue. And we were seeing a significant destocking in the supply chain as a result.
 In spite of this, UK housebuilders, who are Norbord's largest customer group, are in good financial shape and remained optimistic about next year. They are well positioned to respond to an expected increase in demand, driven by the unprecedented low new-home inventory levels. This is similar to the situation we saw early in 2010, when builders had no homes to show customers; and back then, we saw a sharp bump in demand for panels as builders reacted to this circumstance.
 The next two quarters will be challenge; however, I continue to be pleased with Norbord's progress. In North America, margin improvement initiatives are delivering solid results and we continue to reposition sales away from new-home construction. In Europe, our operations are performing well and they are running at capacity. And finally, our modified bank arrangements give us comfort that we have the financial flexibility we need over the longer term.
 And with that, I'll turn things over to the operator, who will open up your lines for questions. Over to you, Michelle.
================================================================================
Questions and Answers","{""commodity_prices"": [{""good"": ""OSB"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": ""per unit"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""housing starts"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 570000.0, ""price_upper"": 570000.0, ""unit"": ""units"", ""currency"": ""USD"", ""horizon"": ""end of year""}, {""good"": ""panels"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": null, ""price_upper"": null, ""unit"": ""per unit"", ""currency"": ""GBP"", ""horizon"": null}]}",
12723,415,"Andrew Kuske,  Credit Suisse - Analyst: Thank you, good morning. I guess, my first question is just on the covenant amendment and was there any incremental cost or additional costs from your banking group on just changing the turns of the existing covenants?",{},
12724,415,"Robin Lampard,  Norbord Inc. - SVP and CFO: Yes, as you can expect, Andrew, these things don't ever come for free these days, but it was a very modest cost and that wouldn't even show up in our financials.","{""commodity_prices"": [{""good"": ""cost"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": ""modest"", ""currency"": null, ""horizon"": null}]}",
12725,415,"Andrew Kuske,  Credit Suisse - Analyst: Okay. That is helpful. And I guess, just given the comments, Barrie, that you made on your bearishness on the housing market, if you could just put into perspective where you see Norbord's operations on the OSB cost curve really relative to others in North America?",{},
12726,415,"Barrie Shineton,  Norbord Inc. - President and CEO: Well, we have a lot of benchmarking, of course, and we think we're well positioned on the cost curve, but what's really important for us is that we continue to make improvements and continue to push down our conversion costs. And you've probably picked up that we've talked a lot about our margin improvement initiatives and what it's done on the call. So that's really what we're focusing on. We think we always had a good cost position [on where you've been] I think even pushing to make it better.","{""commodity_prices"": [{""good"": ""conversion costs"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": ""cost per unit"", ""currency"": ""USD"", ""horizon"": null}]}",
12732,415,"Operator: Thank you. Paul Quinn, RBC Capital Markets.","{""commodity_prices"": [{""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 3.5, ""price_upper"": 4.0, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""crude oil"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 2.5, ""price_upper"": 3.0, ""unit"": ""per MMBtu"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""gold"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 1800.0, ""price_upper"": 1900.0, ""unit"": ""per ounce"", ""currency"": ""USD"", ""horizon"": ""end of year""}]}",
12733,415,"Paul Quinn,  RBC Capital Markets - Analyst: Yes, thanks. Good morning. I had just a question on, it seems like you made a pretty good  pretty substantial gains from the change in the [ease] resin. Maybe you could quantify those gains.",{},
12735,415,"Paul Quinn,  RBC Capital Markets - Analyst: Anybody who is going to come up with a number on what that savings has been?",{},
12737,415,"Paul Quinn,  RBC Capital Markets - Analyst: Yes.","{""commodity_prices"": [{""good"": ""oil"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 3.0, ""price_upper"": 5.0, ""unit"": ""per million BTU"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 4.0, ""price_upper"": 5.0, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""corn"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 5.0, ""price_upper"": 6.0, ""unit"": ""per bushel"", ""currency"": ""USD"", ""horizon"": ""next quarter""}]}",
12739,415,"Paul Quinn,  RBC Capital Markets - Analyst: Okay. And can I also  because you started this program last year, can I also add in a little bit from last year to try to get a ballpark?",{},
12741,416,"Paul Quinn,  RBC Capital Markets - Analyst: Cost savings, sorry.","{""commodity_prices"": [{""good"": ""Cost savings"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": null, ""currency"": null, ""horizon"": null}]}",
12743,416,"Paul Quinn,  RBC Capital Markets - Analyst: Okay. So it sounds like it's somewhere in the sort of $15 million to $20 million savings and from your press release, it looks like the  your move on fine screening is going to contribute about the same amount?","{""commodity_prices"": [{""good"": ""savings"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 15000000.0, ""price_upper"": 20000000.0, ""unit"": ""dollars"", ""currency"": ""USD"", ""horizon"": null}]}",
12746,416,"Paul Quinn,  RBC Capital Markets - Analyst: Okay. So just my understanding of the fine screening is it's just a [reduced] revenues, but what is with the increased capital or where are you spending that money?",{},
12748,416,"Paul Quinn,  RBC Capital Markets - Analyst: Yes.","{""commodity_prices"": [{""good"": ""oil"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 3.0, ""price_upper"": 5.0, ""unit"": ""per million BTU"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 4.0, ""price_upper"": 5.0, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""corn"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 5.0, ""price_upper"": 6.0, ""unit"": ""per bushel"", ""currency"": ""USD"", ""horizon"": ""next quarter""}]}",
12750,416,"Paul Quinn,  RBC Capital Markets - Analyst: Okay, great. Thanks for the additional color.","{""commodity_prices"": [{""good"": ""oil"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 3.0, ""price_upper"": 4.0, ""unit"": ""per MMBtu"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 4.0, ""price_upper"": 5.0, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": ""end of year""}]}",
12752,416,"Operator: Pierre Lacroix, Desjardins Capital Markets.","{""commodity_prices"": [{""good"": ""oil"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 3.0, ""price_upper"": 4.0, ""unit"": ""per MMBtu"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 4.0, ""price_upper"": 5.0, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": ""end of year""}]}",
12753,416,"Pierre Lacroix,  Desjardins Capital Markets - Analyst: Thank you, good morning. The question I had was about the cost of the facility with Brookfield. Is it similar to the previous facility you had with them? And is it variable, fixed, can us give us some indications there?",{},
12755,416,"Pierre Lacroix,  Desjardins Capital Markets - Analyst: Okay. No fee on the commitment and you'll know the conditions, if you put that in place whenever it's going to happen?",{},
12756,416,"Robin Lampard,  Norbord Inc. - SVP and CFO: Right. And it'll be what the market dictates at the time.","{""commodity_prices"": [{""good"": ""market price"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": null, ""currency"": null, ""horizon"": null}]}",
12757,416,"Pierre Lacroix,  Desjardins Capital Markets - Analyst: Okay. Perfect. And finally, on the European slowdown that you see, Barrie, are you kind of envisioning a soft landing or something a little bit more pronounced than that? Can you give us ?",{},
12758,417,"Barrie Shineton,  Norbord Inc. - President and CEO: I think soft landing, Pierre. The market dynamic there isn't the same as North America and it's always confusing when you look at it through the North American lens, I guess. You'll remember that in  at the January call, I think, I said we expected prices to soften in 2011. In fact, price levels have held up; in fact, increased over the past three quarters.
 So, the market is a different kind of market. But, what we're seeing today is a destocking going on, as our customers generally are very concerned about the banking crisis, the sovereign debt issue over there. And we have seen a sharp drop in retail discretionary spending in the UK specifically, and that's more driven by the government announcement of layoffs and things like that.
 However, having said all of that, you'll recall in 2010, we saw a bit of a building boom in the UK, as homebuilders ran out of inventory of new homes and they're right back into that situation again today now. And they're saying and indicating to us that they have to build more homes, so they can show them to people, so people can buy them. I remember there's a structural shortfall of new housing in the UK that's always there, recession or no recession. And we actually think a panel demand in 2012 will be better than maybe most people predict. So, I guess, that's a long answer to say, we expect the landing to be soft, not hard.","{""commodity_prices"": [{""good"": ""panel demand"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": null, ""price_upper"": null, ""unit"": ""units"", ""currency"": ""GBP"", ""horizon"": ""2012""}]}",
12759,417,"Pierre Lacroix,  Desjardins Capital Markets - Analyst: That's a good answer. Thank you. And in terms of the pricing there, have you started to see erosion on the pricing side or it's still pulling up?",{},
12761,417,"Pierre Lacroix,  Desjardins Capital Markets - Analyst: Okay.",{},
12762,417,"Barrie Shineton,  Norbord Inc. - President and CEO: And when I say cracks, we're seeing indications of our customers wanting to pay lower prices. We actually haven't sold anything at lower pricing yet.","{""commodity_prices"": [{""good"": ""pricing"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": null, ""currency"": null, ""horizon"": null}]}",
12763,417,"Pierre Lacroix,  Desjardins Capital Markets - Analyst: Okay.",{},
12764,417,"Robin Lampard,  Norbord Inc. - SVP and CFO: In the third quarter, Pierre, you'll have seen in our disclosure that our prices eased by 2%, if you look across all over the OSB we sold in Europe. So, a very modest decrease and that's what Barrie is talking about.","{""commodity_prices"": [{""good"": ""OSB"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": null, ""currency"": null, ""horizon"": null}]}",
12765,417,"Pierre Lacroix,  Desjardins Capital Markets - Analyst: Okay. Good. Just one final question on the North American market, I know that you don't miss or you'd like to come to comment on your competitor, but industry overall, do you see [how that more] curtailments happening at current prices or it's  you don't see much of that?",{},
12767,417,"Pierre Lacroix,  Desjardins Capital Markets - Analyst: Okay. Thank you very much.","{""commodity_prices"": [{""good"": ""good"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": ""unit"", ""currency"": ""currency"", ""horizon"": ""horizon""}]}",
12769,417,"Operator: Thank you. Bill Hoffmann, RBC Capital Markets.","{""commodity_prices"": [{""good"": ""oil"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 3.0, ""price_upper"": 5.0, ""unit"": ""per MMBtu"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 4.0, ""price_upper"": 4.5, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""corn"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 5.0, ""price_upper"": 6.0, ""unit"": ""per bushel"", ""currency"": ""USD"", ""horizon"": ""next quarter""}]}",
12770,417,"Bill Hoffmann,  RBC Capital Markets - Analyst: Hi, yes, thanks and good morning. Barrie, I wonder if you could talk a little bit about just the fourth quarter over in Europe. I know you talked about some of the inventory destocking that's going on, just want to get a sense of sort of what kind of operating rates you expect? I mean, obviously, we know the seasonality, but just curious on how much deeper this fourth quarter destocking might affect this year's quarter versus others?","{""commodity_prices"": [{""good"": ""operating rates"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": null, ""price_upper"": null, ""unit"": ""percentage"", ""currency"": ""EUR"", ""horizon"": ""Q4 2023""}]}",
12772,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: And is it fair to say in the third quarter, you guys are running relatively full?",{},
12774,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: Okay. So, as you look at Q4, I mean, assuming you take most of the downtime in December, the October-November months, will they be running relatively full as well or are they [pare] back a little bit?",{},
12775,418,"Barrie Shineton,  Norbord Inc. - President and CEO: Well, the way we look at that managed is, we've given up trying to take a position on the market as a whole and determining what our running strategy is. We simply look at our inventories. And if I see any indication of inventory build, particularly in the UK, we plan for curtailment.","{""commodity_prices"": [{""good"": ""inventory"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": ""units"", ""currency"": ""GBP"", ""horizon"": null}]}",
12776,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: Okay.","{""commodity_prices"": [{""good"": ""oil"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 3.0, ""price_upper"": 5.0, ""unit"": ""per million BTU"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 4.0, ""price_upper"": 4.5, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""wheat"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 6.0, ""price_upper"": 7.0, ""unit"": ""per bushel"", ""currency"": ""USD"", ""horizon"": ""end of year""}]}",
12778,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: Okay.","{""commodity_prices"": [{""good"": ""oil"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 70.0, ""price_upper"": 80.0, ""unit"": ""per barrel"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""natural gas"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 3.0, ""price_upper"": 5.0, ""unit"": ""per million BTU"", ""currency"": ""USD"", ""horizon"": ""Q1 2024""}, {""good"": ""copper"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": 4.0, ""price_upper"": 4.5, ""unit"": ""per pound"", ""currency"": ""USD"", ""horizon"": null}, {""good"": ""wheat"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": 6.0, ""price_upper"": 7.0, ""unit"": ""per bushel"", ""currency"": ""USD"", ""horizon"": ""end of year""}]}",
12780,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: Thanks. And then, if you look at the US market, any sense of where inventory levels look like in the US market as it ?",{},
12782,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: Okay. And any sense of what the sort of October, November, and December trends in the US look like for this year, any sense there?","{""commodity_prices"": [{""good"": ""US market trends"", ""good_subtype"": null, ""price_expectation"": true, ""price_lower"": null, ""price_upper"": null, ""unit"": ""trends"", ""currency"": ""USD"", ""horizon"": ""Q4 2023""}]}",
12784,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: Okay, even relative to where it was last year, fourth and first?",{},
12787,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: You guys are going to say last five years, but ?",{},
12789,418,"Bill Hoffmann,  RBC Capital Markets - Analyst: Okay. Thanks. It's very helpful.","{""commodity_prices"": [{""good"": ""good"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": ""unit"", ""currency"": ""currency"", ""horizon"": ""horizon""}]}",
12796,419,"Barrie Shineton,  Norbord Inc. - President and CEO: That's not an easy question to answer. I mean, there is always regional variations in demand, because housing, I think, as I said before, is a very regional dynamic, it's very misleading to look at averages when we look at the housing market or when we look at demand from housing. So, yes, there are always regional differences and that's generally reflected in random-like pricing and you can see that when you look at the pricing yourself.",{},
12797,419,"James Armstrong,  Vertical Research Partners, LLC - Analyst: Okay. And then, switching gears, at what point, do you consider permanently shutting the idled mills? And can you give us the cost of  an idea of what the cost of keeping those mills idly versus permanently closing them?",{},
12798,419,"Barrie Shineton,  Norbord Inc. - President and CEO: I'll maybe chuck that question over to Peter and let him answer, because he's got two idled mills, so he knows what cost to keep them there?","{""commodity_prices"": [{""good"": ""lumber"", ""good_subtype"": null, ""price_expectation"": false, ""price_lower"": null, ""price_upper"": null, ""unit"": ""per thousand board feet"", ""currency"": ""USD"", ""horizon"": null}]}",
12799,419,"Peter Wijnbergen,  Norbord Inc. - SVP and COO: I mean, the cost to keep those mills idle is actually not very high. We have done a lot of work with the local authorities to minimize our cost to keep these mills as they are, and we have just a few people providing security and turning things over. So",{},
12805,419,"Sean Steuart,  TD Securities - Analyst: Okay. That's helpful. And then, Barrie, just a second question, you touched early on about how the industry's adapted and you're moving 60% of your North American product into repairing/remodeling industrial, and I guess, offshore markets as well. I guess, just your perspective on your ability to push that ratio higher and what sort of marketing efforts required to do that, if we're looking at an extended housing trough through this in the States here?",{},
